
:CDEC data from SACRAMENTO RIVER AT KESWICK
.A KWK 20170123 PS DH0200 /QRH 29500 
.A KWK 20170123 PS DH0300 /QRH 29500 
.A KWK 20170123 PS DH0400 /QRH 29300 
.A KWK 20170123 PS DH0500 /QRH 29200 
.A KWK 20170123 PS DH0600 /QRH 29400 
.A KWK 20170123 PS DH0700 /QRH 29300 
.A KWK 20170123 PS DH0800 /QRH 29600 
.A KWK 20170123 PS DH0900 /QRH 29500 
.A KWK 20170123 PS DH1000 /QRH 29600 
.A KWK 20170123 PS DH1100 /QRH 29600 
.A KWK 20170123 PS DH1200 /QRH 29800 
.A KWK 20170123 PS DH1300 /QRH 29700 
.A KWK 20170123 PS DH1400 /QRH 29800 
.A KWK 20170123 PS DH1500 /QRH 29700 
.A KWK 20170123 PS DH1600 /QRH 29900 
.A KWK 20170123 PS DH1700 /QRH 30100 
.A KWK 20170123 PS DH1800 /QRH 30200 
.A KWK 20170123 PS DH1900 /QRH 30300 
.A KWK 20170123 PS DH2000 /QRH 30600 
.A KWK 20170123 PS DH2100 /QRH 30700 
.A KWK 20170123 PS DH2200 /QRH 30500 
.A KWK 20170123 PS DH2300 /QRH 30800 
.A KWK 20170124 PS DH0000 /QRH 30900 
.A KWK 20170124 PS DH0100 /QRH 30500 
.A KWK 20170124 PS DH0200 /QRH 30600 
.A KWK 20170124 PS DH0300 /QRH 30500 
.A KWK 20170124 PS DH0400 /QRH 30600 
.A KWK 20170124 PS DH0500 /QRH 30700 
.A KWK 20170124 PS DH0600 /QRH 30700 
.A KWK 20170124 PS DH0700 /QRH 30600 
.A KWK 20170124 PS DH0800 /QRH 30400 
.A KWK 20170124 PS DH0900 /QRH 30500 
.A KWK 20170124 PS DH1000 /QRH 30200 
.A KWK 20170124 PS DH1100 /QRH 29900 
.A KWK 20170124 PS DH1200 /QRH 30100 
.A KWK 20170124 PS DH1300 /QRH 29900 
.A KWK 20170124 PS DH1400 /QRH 29800 
.A KWK 20170124 PS DH1500 /QRH 29400 
.A KWK 20170124 PS DH1600 /QRH 29600 
.A KWK 20170124 PS DH1700 /QRH 29400 
.A KWK 20170124 PS DH1800 /QRH 29500 
.A KWK 20170124 PS DH1900 /QRH 29500 
.A KWK 20170124 PS DH2000 /QRH 29700 
.A KWK 20170124 PS DH2100 /QRH 29400 
.A KWK 20170124 PS DH2200 /QRH 29200 
.A KWK 20170124 PS DH2300 /QRH 29300 
.A KWK 20170125 PS DH0000 /QRH 29500 
.A KWK 20170125 PS DH0100 /QRH 29000 
.A KWK 20170125 PS DH0200 /QRH 28900 
.A KWK 20170125 PS DH0300 /QRH 28800 
.A KWK 20170125 PS DH0400 /QRH 28700 
.A KWK 20170125 PS DH0500 /QRH 28600 
.A KWK 20170125 PS DH0600 /QRH 28700 
.A KWK 20170125 PS DH0700 /QRH 29300 
.A KWK 20170125 PS DH0800 /QRH 29100 
.A KWK 20170125 PS DH0900 /QRH 29300 
.A KWK 20170125 PS DH1000 /QRH 29700 
.A KWK 20170125 PS DH1100 /QRH 29900 
.A KWK 20170125 PS DH1200 /QRH 30200 
.A KWK 20170125 PS DH1300 /QRH 29900 
.A KWK 20170125 PS DH1400 /QRH 30000 
.A KWK 20170125 PS DH1500 /QRH 29900 
.A KWK 20170125 PS DH1600 /QRH 29700 
.A KWK 20170125 PS DH1700 /QRH 30000 
.A KWK 20170125 PS DH1800 /QRH 30100 
.A KWK 20170125 PS DH1900 /QRH 30200 
.A KWK 20170125 PS DH2000 /QRH 30600 
.A KWK 20170125 PS DH2100 /QRH 30800 
.A KWK 20170125 PS DH2200 /QRH 30700 
.A KWK 20170125 PS DH2300 /QRH 30900 
.A KWK 20170126 PS DH0000 /QRH 31100 
.A KWK 20170126 PS DH0100 /QRH 31000 
.A KWK 20170126 PS DH0200 /QRH 31500 
.A KWK 20170126 PS DH0300 /QRH 31200 
.A KWK 20170126 PS DH0400 /QRH 31300 
.A KWK 20170126 PS DH0500 /QRH 31400 
.A KWK 20170126 PS DH0600 /QRH 31600 
.A KWK 20170126 PS DH0700 /QRH 31500 
.A KWK 20170126 PS DH0800 /QRH 31500 
.A KWK 20170126 PS DH0900 /QRH 31400 
.A KWK 20170126 PS DH1000 /QRH 31400 
.A KWK 20170126 PS DH1100 /QRH 31200 
.A KWK 20170126 PS DH1200 /QRH 31300 
.A KWK 20170126 PS DH1300 /QRH 31000 
.A KWK 20170126 PS DH1400 /QRH 29700 
.A KWK 20170126 PS DH1500 /QRH 29700 
.A KWK 20170126 PS DH1600 /QRH 29800 
.A KWK 20170126 PS DH1700 /QRH 29700 
.A KWK 20170126 PS DH1800 /QRH 30100 
.A KWK 20170126 PS DH1900 /QRH 30100 
.A KWK 20170126 PS DH2000 /QRH 30400 
.A KWK 20170126 PS DH2100 /QRH 30700 
.A KWK 20170126 PS DH2200 /QRH 30400 
.A KWK 20170126 PS DH2300 /QRH 30400 
.A KWK 20170127 PS DH0000 /QRH 30400 
.A KWK 20170127 PS DH0100 /QRH 30600 
.A KWK 20170127 PS DH0200 /QRH 30500 
.A KWK 20170127 PS DH0300 /QRH 30300 
.A KWK 20170127 PS DH0400 /QRH 30400 
.A KWK 20170127 PS DH0500 /QRH 30500 
.A KWK 20170127 PS DH0600 /QRH 30600 
.A KWK 20170127 PS DH0700 /QRH 30700 
.A KWK 20170127 PS DH0800 /QRH 30400 
.A KWK 20170127 PS DH0900 /QRH 30600 
.A KWK 20170127 PS DH1000 /QRH 30300 
.A KWK 20170127 PS DH1100 /QRH 30200 
.A KWK 20170127 PS DH1200 /QRH 30100 
.A KWK 20170127 PS DH1300 /QRH 29900 
.A KWK 20170127 PS DH1400 /QRH 29700 
.A KWK 20170127 PS DH1500 /QRH 29700 
.A KWK 20170127 PS DH1600 /QRH 29600 
.A KWK 20170127 PS DH1700 /QRH 29700 
.A KWK 20170127 PS DH1800 /QRH 29800 
.A KWK 20170127 PS DH1900 /QRH 30100 
.A KWK 20170127 PS DH2000 /QRH 30100 
.A KWK 20170127 PS DH2100 /QRH 30400 
.A KWK 20170127 PS DH2200 /QRH 30100 
.A KWK 20170127 PS DH2300 /QRH 30200 
.A KWK 20170128 PS DH0000 /QRH 29400 
.A KWK 20170128 PS DH0100 /QRH 28600 
.A KWK 20170128 PS DH0200 /QRH 28200 
.A KWK 20170128 PS DH0300 /QRH 27200 
.A KWK 20170128 PS DH0400 /QRH 26500 
.A KWK 20170128 PS DH0500 /QRH 25800 
.A KWK 20170128 PS DH0600 /QRH 26000 
.A KWK 20170128 PS DH0700 /QRH 26000 
.A KWK 20170128 PS DH0800 /QRH 25900 
.A KWK 20170128 PS DH0900 /QRH 26100 
.A KWK 20170128 PS DH1000 /QRH 25900 
.A KWK 20170128 PS DH1100 /QRH 25900 
.A KWK 20170128 PS DH1200 /QRH 26000 
.A KWK 20170128 PS DH1300 /QRH 25800 
.A KWK 20170128 PS DH1400 /QRH 25800 
.A KWK 20170128 PS DH1500 /QRH 25600 
.A KWK 20170128 PS DH1600 /QRH 25700 
.A KWK 20170128 PS DH1700 /QRH 25700 
.A KWK 20170128 PS DH1800 /QRH 25700 
.A KWK 20170128 PS DH1900 /QRH 25700 
.A KWK 20170128 PS DH2000 /QRH 25800 
.A KWK 20170128 PS DH2100 /QRH 25900 
.A KWK 20170128 PS DH2200 /QRH 25800 
.A KWK 20170128 PS DH2300 /QRH 25700 
.A KWK 20170129 PS DH0000 /QRH 25700 
.A KWK 20170129 PS DH0100 /QRH 25700 
.A KWK 20170129 PS DH0200 /QRH 25700 
.A KWK 20170129 PS DH0300 /QRH 25600 
.A KWK 20170129 PS DH0400 /QRH 25700 
.A KWK 20170129 PS DH0500 /QRH 25800 
.A KWK 20170129 PS DH0600 /QRH 25700 
.A KWK 20170129 PS DH0700 /QRH 25700 
.A KWK 20170129 PS DH0800 /QRH 25700 
.A KWK 20170129 PS DH0900 /QRH 25800 
.A KWK 20170129 PS DH1000 /QRH 25600 
.A KWK 20170129 PS DH1100 /QRH 25700 
.A KWK 20170129 PS DH1200 /QRH 25600 
.A KWK 20170129 PS DH1300 /QRH 25600 
.A KWK 20170129 PS DH1400 /QRH 25700 
.A KWK 20170129 PS DH1500 /QRH 25700 
.A KWK 20170129 PS DH1600 /QRH 25500 
.A KWK 20170129 PS DH1700 /QRH 25700 
.A KWK 20170129 PS DH1800 /QRH 25600 
.A KWK 20170129 PS DH1900 /QRH 25700 
.A KWK 20170129 PS DH2000 /QRH 25700 
.A KWK 20170129 PS DH2100 /QRH 25600 
.A KWK 20170129 PS DH2200 /QRH 25700 
.A KWK 20170129 PS DH2300 /QRH 25700 
.A KWK 20170130 PS DH0000 /QRH 25800 
.A KWK 20170130 PS DH0100 /QRH 25800 
.A KWK 20170130 PS DH0200 /QRH 25900 
.A KWK 20170130 PS DH0300 /QRH 25800 
.A KWK 20170130 PS DH0400 /QRH 25700 
.A KWK 20170130 PS DH0500 /QRH 25700 
.A KWK 20170130 PS DH0600 /QRH 25800 
.A KWK 20170130 PS DH0700 /QRH 25900 
.A KWK 20170130 PS DH0800 /QRH 26000 
.A KWK 20170130 PS DH0900 /QRH 25900 
.A KWK 20170130 PS DH1000 /QRH 25800 
.A KWK 20170130 PS DH1100 /QRH 25700 
.A KWK 20170130 PS DH1200 /QRH 25800 
.A KWK 20170130 PS DH1300 /QRH 25700 
.A KWK 20170130 PS DH1400 /QRH 25600 
.A KWK 20170130 PS DH1500 /QRH 25800 
.A KWK 20170130 PS DH1600 /QRH 25600 
.A KWK 20170130 PS DH1700 /QRH 25600 
.A KWK 20170130 PS DH1800 /QRH 25700 
.A KWK 20170130 PS DH1900 /QRH 25500 
.A KWK 20170130 PS DH2000 /QRH 25800 
.A KWK 20170130 PS DH2100 /QRH 25700 
.A KWK 20170130 PS DH2200 /QRH 25700 
.A KWK 20170130 PS DH2300 /QRH 25700 
.A KWK 20170131 PS DH0000 /QRH 25600 
.A KWK 20170131 PS DH0100 /QRH 25600 
.A KWK 20170131 PS DH0200 /QRH 25600 
.A KWK 20170131 PS DH0300 /QRH 25600 
.A KWK 20170131 PS DH0400 /QRH 25700 
.A KWK 20170131 PS DH0500 /QRH 25500 
.A KWK 20170131 PS DH0600 /QRH 25700 
.A KWK 20170131 PS DH0700 /QRH 25700 
.A KWK 20170131 PS DH0800 /QRH 25700 
.A KWK 20170131 PS DH0900 /QRH 25900 
.A KWK 20170131 PS DH1000 /QRH 25700 
.A KWK 20170131 PS DH1100 /QRH 25700 
.A KWK 20170131 PS DH1200 /QRH 25700 
.A KWK 20170131 PS DH1300 /QRH 25800 
.A KWK 20170131 PS DH1400 /QRH 25800 
.A KWK 20170131 PS DH1500 /QRH 25600 
.A KWK 20170131 PS DH1600 /QRH 25600 
.A KWK 20170131 PS DH1700 /QRH 25600 
.A KWK 20170131 PS DH1800 /QRH 25600 
.A KWK 20170131 PS DH1900 /QRH 25800 
.A KWK 20170131 PS DH2000 /QRH 25700 
.A KWK 20170131 PS DH2100 /QRH 25800 
.A KWK 20170131 PS DH2200 /QRH 25800 
.A KWK 20170131 PS DH2300 /QRH 25900 
.A KWK 20170201 PS DH0000 /QRH 25700 
.A KWK 20170201 PS DH0100 /QRH 25700 
.A KWK 20170201 PS DH0200 /QRH 25800 
.A KWK 20170201 PS DH0300 /QRH 25700 
.A KWK 20170201 PS DH0400 /QRH 25700 
.A KWK 20170201 PS DH0500 /QRH 25600 
.A KWK 20170201 PS DH0600 /QRH 25600 
.A KWK 20170201 PS DH0700 /QRH 25500 
.A KWK 20170201 PS DH0800 /QRH 25900 
.A KWK 20170201 PS DH0900 /QRH 25800 
.A KWK 20170201 PS DH1000 /QRH 25800 
.A KWK 20170201 PS DH1100 /QRH 25700 
.A KWK 20170201 PS DH1200 /QRH 25700 
.A KWK 20170201 PS DH1300 /QRH 25800 
.A KWK 20170201 PS DH1400 /QRH 25900 
.A KWK 20170201 PS DH1500 /QRH 25700 
.A KWK 20170201 PS DH1600 /QRH 25800 
.A KWK 20170201 PS DH1700 /QRH 25700 
.A KWK 20170201 PS DH1800 /QRH 25800 
.A KWK 20170201 PS DH1900 /QRH 25700 
.A KWK 20170201 PS DH2000 /QRH 25800 
.A KWK 20170201 PS DH2100 /QRH 25900 
.A KWK 20170201 PS DH2200 /QRH 25900 
.A KWK 20170201 PS DH2300 /QRH 26000 
.A KWK 20170202 PS DH0000 /QRH 25900 
.A KWK 20170202 PS DH0100 /QRH 25800 
.A KWK 20170202 PS DH0200 /QRH 25800 
.A KWK 20170202 PS DH0300 /QRH 26000 
.A KWK 20170202 PS DH0400 /QRH 25600 
.A KWK 20170202 PS DH0500 /QRH 25800 
.A KWK 20170202 PS DH0600 /QRH 25900 
.A KWK 20170202 PS DH0700 /QRH 25700 
.A KWK 20170202 PS DH0800 /QRH 25800 
.A KWK 20170202 PS DH0900 /QRH 25700 
.A KWK 20170202 PS DH1000 /QRH 25700 
.A KWK 20170202 PS DH1100 /QRH 25700 
.A KWK 20170202 PS DH1200 /QRH 25500 
.A KWK 20170202 PS DH1300 /QRH 26600 
.A KWK 20170202 PS DH1400 /QRH 26000 
.A KWK 20170202 PS DH1500 /QRH 26100 
.A KWK 20170202 PS DH1600 /QRH 26000 
.A KWK 20170202 PS DH1700 /QRH 25900 
.A KWK 20170202 PS DH1800 /QRH 26000 
.A KWK 20170202 PS DH1900 /QRH 26100 
.A KWK 20170202 PS DH2000 /QRH 26000 
.A KWK 20170202 PS DH2100 /QRH 26000 
.A KWK 20170202 PS DH2200 /QRH 26000 
.A KWK 20170202 PS DH2300 /QRH 26200 
.A KWK 20170203 PS DH0000 /QRH 26100 
.A KWK 20170203 PS DH0100 /QRH 26100 
.A KWK 20170203 PS DH0200 /QRH 26000 
.A KWK 20170203 PS DH0300 /QRH 26200 
.A KWK 20170203 PS DH0400 /QRH 26300 
.A KWK 20170203 PS DH0500 /QRH 26000 
.A KWK 20170203 PS DH0600 /QRH 26100 
.A KWK 20170203 PS DH0700 /QRH 26100 
.A KWK 20170203 PS DH0800 /QRH 26300 
.A KWK 20170203 PS DH0900 /QRH 26500 
.A KWK 20170203 PS DH1000 /QRH 26300 
.A KWK 20170203 PS DH1100 /QRH 26200 
.A KWK 20170203 PS DH1200 /QRH 26300 
.A KWK 20170203 PS DH1300 /QRH 26200 
.A KWK 20170203 PS DH1400 /QRH m 
.A KWK 20170203 PS DH1500 /QRH m 
.A KWK 20170203 PS DH1600 /QRH m 
.A KWK 20170203 PS DH1700 /QRH m 
.A KWK 20170203 PS DH1800 /QRH m 
.A KWK 20170203 PS DH1900 /QRH m 
.A KWK 20170203 PS DH2000 /QRH m 
.A KWK 20170203 PS DH2100 /QRH m 
.A KWK 20170203 PS DH2200 /QRH m 
.A KWK 20170203 PS DH2300 /QRH m 
.A KWK 20170204 PS DH0000 /QRH m 
.A KWK 20170204 PS DH0100 /QRH m 
.A KWK 20170204 PS DH0200 /QRH m 
.A KWK 20170204 PS DH0300 /QRH m 
.A KWK 20170204 PS DH0400 /QRH m 
.A KWK 20170204 PS DH0500 /QRH 26100 
.A KWK 20170204 PS DH0600 /QRH 26000 
.A KWK 20170204 PS DH0700 /QRH 26200 
.A KWK 20170204 PS DH0800 /QRH 26100 
.A KWK 20170204 PS DH0900 /QRH 26100 
.A KWK 20170204 PS DH1000 /QRH 26100 
.A KWK 20170204 PS DH1100 /QRH 26300 
.A KWK 20170204 PS DH1200 /QRH 26400 
.A KWK 20170204 PS DH1300 /QRH 26400 
.A KWK 20170204 PS DH1400 /QRH 26300 
.A KWK 20170204 PS DH1500 /QRH 26400 
.A KWK 20170204 PS DH1600 /QRH 26500 
.A KWK 20170204 PS DH1700 /QRH 26400 
.A KWK 20170204 PS DH1800 /QRH 26600 
.A KWK 20170204 PS DH1900 /QRH 27000 
.A KWK 20170204 PS DH2000 /QRH 26900 
.A KWK 20170204 PS DH2100 /QRH 27000 
.A KWK 20170204 PS DH2200 /QRH 27000 
.A KWK 20170204 PS DH2300 /QRH 26700 
.A KWK 20170205 PS DH0000 /QRH 26600 
.A KWK 20170205 PS DH0100 /QRH 26700 
.A KWK 20170205 PS DH0200 /QRH 26800 
.A KWK 20170205 PS DH0300 /QRH 26600 
.A KWK 20170205 PS DH0400 /QRH 26600 
.A KWK 20170205 PS DH0500 /QRH 26600 
.A KWK 20170205 PS DH0600 /QRH 26700 
.A KWK 20170205 PS DH0700 /QRH 26500 
.A KWK 20170205 PS DH0800 /QRH 26700 
.A KWK 20170205 PS DH0900 /QRH 26500 
.A KWK 20170205 PS DH1000 /QRH 26500 
.A KWK 20170205 PS DH1100 /QRH 26500 
.A KWK 20170205 PS DH1200 /QRH 26500 
.A KWK 20170205 PS DH1300 /QRH 26300 
.A KWK 20170205 PS DH1400 /QRH 26300 
.A KWK 20170205 PS DH1500 /QRH 26200 
.A KWK 20170205 PS DH1600 /QRH 26600 
.A KWK 20170205 PS DH1700 /QRH 26500 
.A KWK 20170205 PS DH1800 /QRH 26300 
.A KWK 20170205 PS DH1900 /QRH 26700 
.A KWK 20170205 PS DH2000 /QRH 26600 
.A KWK 20170205 PS DH2100 /QRH 26600 
.A KWK 20170205 PS DH2200 /QRH 26700 
.A KWK 20170205 PS DH2300 /QRH 26600 
.A KWK 20170206 PS DH0000 /QRH 26700 
.A KWK 20170206 PS DH0100 /QRH 26600 
.A KWK 20170206 PS DH0200 /QRH 26600 
.A KWK 20170206 PS DH0300 /QRH 27800 
.A KWK 20170206 PS DH0400 /QRH 28500 
.A KWK 20170206 PS DH0500 /QRH 28600 
.A KWK 20170206 PS DH0600 /QRH 28200 
.A KWK 20170206 PS DH0700 /QRH 27400 
.A KWK 20170206 PS DH0800 /QRH 27400 
.A KWK 20170206 PS DH0900 /QRH 27300 
.A KWK 20170206 PS DH1000 /QRH 27200 
.A KWK 20170206 PS DH1100 /QRH 28100 
.A KWK 20170206 PS DH1200 /QRH 32400 
.A KWK 20170206 PS DH1300 /QRH 37700 
.A KWK 20170206 PS DH1400 /QRH 37800 
.A KWK 20170206 PS DH1500 /QRH 37600 
.A KWK 20170206 PS DH1600 /QRH 37600 
.A KWK 20170206 PS DH1700 /QRH 37700 
.A KWK 20170206 PS DH1800 /QRH 38000 
.A KWK 20170206 PS DH1900 /QRH 38100 
.A KWK 20170206 PS DH2000 /QRH 38100 
.A KWK 20170206 PS DH2100 /QRH 38400 
.A KWK 20170206 PS DH2200 /QRH 38300 
.A KWK 20170206 PS DH2300 /QRH 38200 
.A KWK 20170207 PS DH0000 /QRH 38900 
.A KWK 20170207 PS DH0100 /QRH 39200 
.A KWK 20170207 PS DH0200 /QRH 39400 
.A KWK 20170207 PS DH0300 /QRH 40100 
.A KWK 20170207 PS DH0400 /QRH 40400 
.A KWK 20170207 PS DH0500 /QRH 40300 
.A KWK 20170207 PS DH0600 /QRH 39300 
.A KWK 20170207 PS DH0700 /QRH 36200 
.A KWK 20170207 PS DH0800 /QRH 33100 
.A KWK 20170207 PS DH0900 /QRH 30200 
.A KWK 20170207 PS DH1000 /QRH 27500 
.A KWK 20170207 PS DH1100 /QRH 25600 
.A KWK 20170207 PS DH1200 /QRH 25700 
.A KWK 20170207 PS DH1300 /QRH 25700 
.A KWK 20170207 PS DH1400 /QRH 25400 
.A KWK 20170207 PS DH1500 /QRH 25400 
.A KWK 20170207 PS DH1600 /QRH 25400 
.A KWK 20170207 PS DH1700 /QRH 25200 
.A KWK 20170207 PS DH1800 /QRH 25300 
.A KWK 20170207 PS DH1900 /QRH 25300 
.A KWK 20170207 PS DH2000 /QRH 25700 
.A KWK 20170207 PS DH2100 /QRH 26000 
.A KWK 20170207 PS DH2200 /QRH 25800 
.A KWK 20170207 PS DH2300 /QRH 25800 
.A KWK 20170208 PS DH0000 /QRH 25800 
.A KWK 20170208 PS DH0100 /QRH 25600 
.A KWK 20170208 PS DH0200 /QRH 25800 
.A KWK 20170208 PS DH0300 /QRH 25700 
.A KWK 20170208 PS DH0400 /QRH 25700 
.A KWK 20170208 PS DH0500 /QRH 25600 
.A KWK 20170208 PS DH0600 /QRH 25500 
.A KWK 20170208 PS DH0700 /QRH 25300 
.A KWK 20170208 PS DH0800 /QRH 25300 
.A KWK 20170208 PS DH0900 /QRH 25500 
.A KWK 20170208 PS DH1000 /QRH 25300 
.A KWK 20170208 PS DH1100 /QRH 25300 
.A KWK 20170208 PS DH1200 /QRH 25400 
.A KWK 20170208 PS DH1300 /QRH 25200 
.A KWK 20170208 PS DH1400 /QRH 25400 
.A KWK 20170208 PS DH1500 /QRH 25500 
.A KWK 20170208 PS DH1600 /QRH 25600 
.A KWK 20170208 PS DH1700 /QRH 25800 
.A KWK 20170208 PS DH1800 /QRH 25800 
.A KWK 20170208 PS DH1900 /QRH 25700 
.A KWK 20170208 PS DH2000 /QRH 25400 
.A KWK 20170208 PS DH2100 /QRH 25500 
.A KWK 20170208 PS DH2200 /QRH 25300 
.A KWK 20170208 PS DH2300 /QRH 25400 
.A KWK 20170209 PS DH0000 /QRH 25300 
.A KWK 20170209 PS DH0100 /QRH 25200 
.A KWK 20170209 PS DH0200 /QRH 25100 
.A KWK 20170209 PS DH0300 /QRH 24800 
.A KWK 20170209 PS DH0400 /QRH 25000 
.A KWK 20170209 PS DH0500 /QRH 23900 
.A KWK 20170209 PS DH0600 /QRH 21400 
.A KWK 20170209 PS DH0700 /QRH 20700 
.A KWK 20170209 PS DH0800 /QRH 19600 
.A KWK 20170209 PS DH0900 /QRH 18100 
.A KWK 20170209 PS DH1000 /QRH 15800 
.A KWK 20170209 PS DH1100 /QRH 16000 
.A KWK 20170209 PS DH1200 /QRH 16000 
.A KWK 20170209 PS DH1300 /QRH 15900 
.A KWK 20170209 PS DH1400 /QRH 15900 
.A KWK 20170209 PS DH1500 /QRH 16300 
.A KWK 20170209 PS DH1600 /QRH 16500 
.A KWK 20170209 PS DH1700 /QRH 17600 
.A KWK 20170209 PS DH1800 /QRH 18300 
.A KWK 20170209 PS DH1900 /QRH 18800 
.A KWK 20170209 PS DH2000 /QRH 23100 
.A KWK 20170209 PS DH2100 /QRH 27000 
.A KWK 20170209 PS DH2200 /QRH 33600 
.A KWK 20170209 PS DH2300 /QRH 37400 
.A KWK 20170210 PS DH0000 /QRH 36900 
.A KWK 20170210 PS DH0100 /QRH 36500 
.A KWK 20170210 PS DH0200 /QRH 36000 
.A KWK 20170210 PS DH0300 /QRH 36100 
.A KWK 20170210 PS DH0400 /QRH 36500 
.A KWK 20170210 PS DH0500 /QRH 36500 
.A KWK 20170210 PS DH0600 /QRH 37100 
.A KWK 20170210 PS DH0700 /QRH 37200 
.A KWK 20170210 PS DH0800 /QRH 41200 
.A KWK 20170210 PS DH0900 /QRH 46500 
.A KWK 20170210 PS DH1000 /QRH 50900 
.A KWK 20170210 PS DH1100 /QRH 50400 
.A KWK 20170210 PS DH1200 /QRH 49700 
.A KWK 20170210 PS DH1300 /QRH 49700 
.A KWK 20170210 PS DH1400 /QRH 49700 
.A KWK 20170210 PS DH1500 /QRH 48700 
.A KWK 20170210 PS DH1600 /QRH 48800 
.A KWK 20170210 PS DH1700 /QRH 48400 
.A KWK 20170210 PS DH1800 /QRH 48200 
.A KWK 20170210 PS DH1900 /QRH 48900 
.A KWK 20170210 PS DH2000 /QRH 48700 
.A KWK 20170210 PS DH2100 /QRH 48300 
.A KWK 20170210 PS DH2200 /QRH 48300 
.A KWK 20170210 PS DH2300 /QRH 47000 
.A KWK 20170211 PS DH0000 /QRH 48200 
.A KWK 20170211 PS DH0100 /QRH 49100 
.A KWK 20170211 PS DH0200 /QRH 49800 
.A KWK 20170211 PS DH0300 /QRH 51400 
.A KWK 20170211 PS DH0400 /QRH 50700 
.A KWK 20170211 PS DH0500 /QRH 50900 
.A KWK 20170211 PS DH0600 /QRH 51300 
.A KWK 20170211 PS DH0700 /QRH 50500 
.A KWK 20170211 PS DH0800 /QRH 49500 
.A KWK 20170211 PS DH0900 /QRH 54600 
.A KWK 20170211 PS DH1000 /QRH 59400 
.A KWK 20170211 PS DH1100 /QRH 58000 
.A KWK 20170211 PS DH1200 /QRH 57900 
.A KWK 20170211 PS DH1300 /QRH 57600 
.A KWK 20170211 PS DH1400 /QRH 58100 
.A KWK 20170211 PS DH1500 /QRH 59500 
.A KWK 20170211 PS DH1600 /QRH 60700 
.A KWK 20170211 PS DH1700 /QRH 62200 
.A KWK 20170211 PS DH1800 /QRH 62200 
.A KWK 20170211 PS DH1900 /QRH 61400 
.A KWK 20170211 PS DH2000 /QRH 61700 
.A KWK 20170211 PS DH2100 /QRH 62500 
.A KWK 20170211 PS DH2200 /QRH 62100 
.A KWK 20170211 PS DH2300 /QRH 61100 
.A KWK 20170212 PS DH0000 /QRH 61500 
.A KWK 20170212 PS DH0100 /QRH 61100 
.A KWK 20170212 PS DH0200 /QRH 60600 
.A KWK 20170212 PS DH0300 /QRH 60400 
.A KWK 20170212 PS DH0400 /QRH 60200 
.A KWK 20170212 PS DH0500 /QRH 60700 
.A KWK 20170212 PS DH0600 /QRH 60600 
.A KWK 20170212 PS DH0700 /QRH 60800 
.A KWK 20170212 PS DH0800 /QRH 66900 
.A KWK 20170212 PS DH0900 /QRH 70500 
.A KWK 20170212 PS DH1000 /QRH 71700 
.A KWK 20170212 PS DH1100 /QRH 71900 
.A KWK 20170212 PS DH1200 /QRH 69400 
.A KWK 20170212 PS DH1300 /QRH 69300 
.A KWK 20170212 PS DH1400 /QRH 69500 
.A KWK 20170212 PS DH1500 /QRH 68700 
.A KWK 20170212 PS DH1600 /QRH 68600 
.A KWK 20170212 PS DH1700 /QRH 70100 
.A KWK 20170212 PS DH1800 /QRH 69600 
.A KWK 20170212 PS DH1900 /QRH 69600 
.A KWK 20170212 PS DH2000 /QRH 70300 
.A KWK 20170212 PS DH2100 /QRH 70200 
.A KWK 20170212 PS DH2200 /QRH 69400 
.A KWK 20170212 PS DH2300 /QRH 69400 
.A KWK 20170213 PS DH0000 /QRH 70800 
.A KWK 20170213 PS DH0100 /QRH 69900 
.A KWK 20170213 PS DH0200 /QRH 69900 
.A KWK 20170213 PS DH0300 /QRH 69900 
.A KWK 20170213 PS DH0400 /QRH 68700 
.A KWK 20170213 PS DH0500 /QRH 69400 
.A KWK 20170213 PS DH0600 /QRH 69100 
.A KWK 20170213 PS DH0700 /QRH 69400 
.A KWK 20170213 PS DH0800 /QRH 69500 
.A KWK 20170213 PS DH0900 /QRH 69000 
.A KWK 20170213 PS DH1000 /QRH 68800 
.A KWK 20170213 PS DH1100 /QRH 69700 
.A KWK 20170213 PS DH1200 /QRH 76400 
.A KWK 20170213 PS DH1300 /QRH 81100 
.A KWK 20170213 PS DH1400 /QRH 80800 
.A KWK 20170213 PS DH1500 /QRH 81000 
.A KWK 20170213 PS DH1600 /QRH 80200 
.A KWK 20170213 PS DH1700 /QRH 79100 
.A KWK 20170213 PS DH1800 /QRH 79300 
.A KWK 20170213 PS DH1900 /QRH 78900 
.A KWK 20170213 PS DH2000 /QRH 78700 
.A KWK 20170213 PS DH2100 /QRH 76600 
.A KWK 20170213 PS DH2200 /QRH 77400 
.A KWK 20170213 PS DH2300 /QRH 76300 
.A KWK 20170214 PS DH0000 /QRH 75900 
.A KWK 20170214 PS DH0100 /QRH 75900 
.A KWK 20170214 PS DH0200 /QRH 75800 
.A KWK 20170214 PS DH0300 /QRH 74600 
.A KWK 20170214 PS DH0400 /QRH 75200 
.A KWK 20170214 PS DH0500 /QRH 76200 
.A KWK 20170214 PS DH0600 /QRH 75900 
.A KWK 20170214 PS DH0700 /QRH 76400 
.A KWK 20170214 PS DH0800 /QRH 75800 
.A KWK 20170214 PS DH0900 /QRH 79500 
.A KWK 20170214 PS DH1000 /QRH 78900 
.A KWK 20170214 PS DH1100 /QRH 79100 
